ibgeID,city,population,regex
2930006,Sebastião Laranjeiras,11434,^[^A-Z]*SEBASTIÃO[^A-Z]+LARANJEIRAS[^A-Z]*$
2907905,Cipó,17300,^[^A-Z]*CIPO[^A-Z]*$
2907905,Cipó,17300,^[^A-Z]*CIPÓ[^A-Z]*$
2923100,Olindina,28229,^[^A-Z]*OLINDINA[^A-Z]*$
2926509,Ribeira do Amparo,14592,^[^A-Z]*RIBEIRA[^A-Z]+DO[^A-Z]+AMPARO[^A-Z]*$
2913705,Inhambupe,39926,^[^A-Z]*INHAMBUPE[^A-Z]*$
2910750,Fátima,17890,^[^A-Z]*FATIMA[^A-Z]*$
2910750,Fátima,17890,^[^A-Z]*FÁTIMA[^A-Z]*$
2909208,Coronel João Sá,15895,^[^A-Z]*CORONEL[^A-Z]+JOAO[^A-Z]+SA[^A-Z]*$
2909208,Coronel João Sá,15895,^[^A-Z]*CORONEL[^A-Z]+JOÃO[^A-Z]+SÁ[^A-Z]*$
2909604,Crisópolis,21103,^[^A-Z]*CRISOPOLIS[^A-Z]*$
2909604,Crisópolis,21103,^[^A-Z]*CRISÓPOLIS[^A-Z]*$
2923308,Ouriçangas,8564,^[^A-Z]*OURICANGAS[^A-Z]*$
2923308,Ouriçangas,8564,^[^A-Z]*OURIÇANGAS[^A-Z]*$
2915908,Itanagra,6441,^[^A-Z]*ITANAGRA[^A-Z]*$
2911857,Heliópolis,13031,^[^A-Z]*HELIOPOLIS[^A-Z]*$
2911857,Heliópolis,13031,^[^A-Z]*HELIÓPOLIS[^A-Z]*$
2907004,Cardeal da Silva,9295,^[^A-Z]*CARDEAL[^A-Z]+DA[^A-Z]+SILVA[^A-Z]*$
2902054,Araças,12177,^[^A-Z]*ARACAS[^A-Z]*$
2902054,Araças,12177,^[^A-Z]*ARAÇÁS[^A-Z]*$
2901601,Antas,19291,^[^A-Z]*ANTAS[^A-Z]*$
2924108,Pedrão,7347,^[^A-Z]*PEDRAO[^A-Z]*$
2924108,Pedrão,7347,^[^A-Z]*PEDRÃO[^A-Z]*$
2918407,Juazeiro,216707,^[^A-Z]*JUAZEIRO[^A-Z]*$
2924009,Paulo Afonso,117782,^[^A-Z]*PAULO[^A-Z]+AFONSO[^A-Z]*$
2930774,Sobradinho,23191,^[^A-Z]*SOBRADINHO[^A-Z]*$
2930105,Senhor do Bonfim,79015,^[^A-Z]*SENHOR[^A-Z]+DO[^A-Z]+BONFIM[^A-Z]*$
2907202,Casa Nova,71969,^[^A-Z]*CASA[^A-Z]+NOVA[^A-Z]*$
2906006,Campo Formoso,71206,^[^A-Z]*CAMPO[^A-Z]+FORMOSO[^A-Z]*$
2910859,Filadélfia,16377,^[^A-Z]*FILADELFIA[^A-Z]*$
2910859,Filadélfia,16377,^[^A-Z]*FILADÉLFIA[^A-Z]*$
2909901,Curaçá,34700,^[^A-Z]*CURACA[^A-Z]*$
2909901,Curaçá,34700,^[^A-Z]*CURAÇÁ[^A-Z]*$
2917706,Jaguarari,33570,^[^A-Z]*JAGUARARI[^A-Z]*$
2924405,Pilão Arcado,35048,^[^A-Z]*PILAO[^A-Z]+ARCADO[^A-Z]*$
2924405,Pilão Arcado,35048,^[^A-Z]*PILÃO[^A-Z]+ARCADO[^A-Z]*$
2905909,Campo Alegre de Lourdes,28798,^[^A-Z]*CAMPO[^A-Z]+ALEGRE[^A-Z]+DE[^A-Z]+LOURDES[^A-Z]*$
2926004,Remanso,41008,^[^A-Z]*REMANSO[^A-Z]*$
2930204,Sento Sé,40684,^[^A-Z]*SENTO[^A-Z]+SE[^A-Z]*$
2930204,Sento Sé,40684,^[^A-Z]*SENTO[^A-Z]+SÉ[^A-Z]*$
2932002,Uauá,24240,^[^A-Z]*UAUA[^A-Z]*$
2932002,Uauá,24240,^[^A-Z]*UAUÁ[^A-Z]*$
2924603,Pindobaçu,20150,^[^A-Z]*PINDOBACU[^A-Z]*$
2924603,Pindobaçu,20150,^[^A-Z]*PINDOBAÇU[^A-Z]*$
2925253,Ponto Novo,14914,^[^A-Z]*PONTO[^A-Z]+NOVO[^A-Z]*$
2911402,Glória,15221,^[^A-Z]*GLORIA[^A-Z]*$
2911402,Glória,15221,^[^A-Z]*GLÓRIA[^A-Z]*$
2919900,Macururé,7824,^[^A-Z]*MACURURE[^A-Z]*$
2919900,Macururé,7824,^[^A-Z]*MACURURÉ[^A-Z]*$
2906824,Canudos,16668,^[^A-Z]*CANUDOS[^A-Z]*$
2901809,Antônio Gonçalves,11798,^[^A-Z]*ANTONIO[^A-Z]+GONCALVES[^A-Z]*$
2901809,Antônio Gonçalves,11798,^[^A-Z]*ANTÔNIO[^A-Z]+GONÇALVES[^A-Z]*$
2927606,Santa Brígida,14213,^[^A-Z]*SANTA[^A-Z]+BRIGIDA[^A-Z]*$
2927606,Santa Brígida,14213,^[^A-Z]*SANTA[^A-Z]+BRÍGIDA[^A-Z]*$
2918100,Jeremoabo,40463,^[^A-Z]*JEREMOABO[^A-Z]*$
2927101,Rodelas,9331,^[^A-Z]*RODELAS[^A-Z]*$
2917003,Itiúba,36089,^[^A-Z]*ITIUBA[^A-Z]*$
2917003,Itiúba,36089,^[^A-Z]*ITIÚBA[^A-Z]*$
2901353,Andorinha,14595,^[^A-Z]*ANDORINHA[^A-Z]*$
2924207,Pedro Alexandre,16667,^[^A-Z]*PEDRO[^A-Z]+ALEXANDRE[^A-Z]*$
2900207,Abaré,20086,^[^A-Z]*ABARE[^A-Z]*$
2900207,Abaré,20086,^[^A-Z]*ABARÉ[^A-Z]*$
2907707,Chorrochó,11177,^[^A-Z]*CHORROCHO[^A-Z]*$
2907707,Chorrochó,11177,^[^A-Z]*CHORROCHÓ[^A-Z]*$
2903201,Barreiras,155439,^[^A-Z]*BARREIRAS[^A-Z]*$
2919553,Luís Eduardo Magalhães,87519,^[^A-Z]*LUIS[^A-Z]+EDUARDO[^A-Z]+MAGALHAES[^A-Z]*$
2919553,Luís Eduardo Magalhães,87519,^[^A-Z]*LUÍS[^A-Z]+EDUARDO[^A-Z]+MAGALHÃES[^A-Z]*$
2903904,Bom Jesus da Lapa,69148,^[^A-Z]*BOM[^A-Z]+JESUS[^A-Z]+DA[^A-Z]+LAPA[^A-Z]*$
2928901,São Desidério,33742,^[^A-Z]*SAO[^A-Z]+DESIDERIO[^A-Z]*$
2928901,São Desidério,33742,^[^A-Z]*SÃO[^A-Z]+DESIDÉRIO[^A-Z]*$
2926202,Riachão das Neves,22339,^[^A-Z]*RIACHAO[^A-Z]+DAS[^A-Z]+NEVES[^A-Z]*$
2926202,Riachão das Neves,22339,^[^A-Z]*RIACHÃO[^A-Z]+DAS[^A-Z]+NEVES[^A-Z]*$
2923209,Oliveira dos Brejinhos,21825,^[^A-Z]*OLIVEIRA[^A-Z]+DOS[^A-Z]+BREJINHOS[^A-Z]*$
2920452,Mansidão,13643,^[^A-Z]*MANSIDAO[^A-Z]*$
2920452,Mansidão,13643,^[^A-Z]*MANSIDÃO[^A-Z]*$
2904753,Buritirama,21174,^[^A-Z]*BURITIRAMA[^A-Z]*$
2909703,Cristópolis,13910,^[^A-Z]*CRISTOPOLIS[^A-Z]*$
2909703,Cristópolis,13910,^[^A-Z]*CRISTÓPOLIS[^A-Z]*$
2913200,Ibotirama,26927,^[^A-Z]*IBOTIRAMA[^A-Z]*$
2902708,Barra,53578,^[^A-Z]*BARRA[^A-Z]*$
2922250,Muquém de São Francisco,11348,^[^A-Z]*MUQUEM[^A-Z]+D[EO][^A-Z]+SAO[^A-Z]+FRANCISCO[^A-Z]*$
2922250,Muquém de São Francisco,11348,^[^A-Z]*MUQUÉM[^A-Z]+D[EO][^A-Z]+SÃO[^A-Z]+FRANCISCO[^A-Z]*$
2911105,Formosa do Rio Preto,25591,^[^A-Z]*FORMOSA[^A-Z]+DO[^A-Z]+RIO[^A-Z]+PRETO[^A-Z]*$
2928406,Santa Rita de Cássia,28338,^[^A-Z]*SANTA[^A-Z]+RITA[^A-Z]+DE[^A-Z]+CASSIA[^A-Z]*$
2928406,Santa Rita de Cássia,28338,^[^A-Z]*SANTA[^A-Z]+RITA[^A-Z]+DE[^A-Z]+CÁSSIA[^A-Z]*$
2921609,Morpará,8519,^[^A-Z]*MORPARA[^A-Z]*$
2921609,Morpará,8519,^[^A-Z]*MORPARÁ[^A-Z]*$
2923704,Paratinga,32000,^[^A-Z]*PARATINGA[^A-Z]*$
2930154,Serra do Ramalho,31472,^[^A-Z]*SERRA[^A-Z]+DO[^A-Z]+RAMALHO[^A-Z]*$
2908101,Cocos,18777,^[^A-Z]*COCOS[^A-Z]*$
2909307,Correntina,32137,^[^A-Z]*CORRENTINA[^A-Z]*$
2930907,Tabocas do Brejo Velho,12518,^[^A-Z]*TABOCAS[^A-Z]+DO[^A-Z]+BREJO[^A-Z]+VELHO[^A-Z]*$
2910776,Feira da Mata,5665,^[^A-Z]*FEIRA[^A-Z]+DA[^A-Z]+MATA[^A-Z]*$
2902500,Baianópolis,13877,^[^A-Z]*BAIANOPOLIS[^A-Z]*$
2902500,Baianópolis,13877,^[^A-Z]*BAIANÓPOLIS[^A-Z]*$
2909109,Coribe,14194,^[^A-Z]*CORIBE[^A-Z]*$
2929057,São Félix do Coribe,15391,^[^A-Z]*SAO[^A-Z]+FELIX[^A-Z]+DO[^A-Z]+CORIBE[^A-Z]*$
2929057,São Félix do Coribe,15391,^[^A-Z]*SÃO[^A-Z]+FÉLIX[^A-Z]+DO[^A-Z]+CORIBE[^A-Z]*$
2901403,Angical,13977,^[^A-Z]*ANGICAL[^A-Z]*$
2933455,Wanderley,12238,^[^A-Z]*WANDERLEY[^A-Z]*$
2917359,Jaborandi,8385,^[^A-Z]*JABORANDI[^A-Z]*$
2928109,Santa Maria da Vitória,39845,^[^A-Z]*SANTA[^A-Z]+MARIA[^A-Z]+DA[^A-Z]+VITORIA[^A-Z]*$
2928109,Santa Maria da Vitória,39845,^[^A-Z]*SANTA[^A-Z]+MARIA[^A-Z]+DA[^A-Z]+VITÓRIA[^A-Z]*$
2907400,Catolândia,3577,^[^A-Z]*CATOLANDIA[^A-Z]*$
2907400,Catolândia,3577,^[^A-Z]*CATOLÂNDIA[^A-Z]*$
2909406,Cotegipe,13782,^[^A-Z]*COTEGIPE[^A-Z]*$
2904506,Brotas de Macaúbas,10231,^[^A-Z]*BROTAS[^A-Z]+DE[^A-Z]+MACAUBAS[^A-Z]*$
2904506,Brotas de Macaúbas,10231,^[^A-Z]*BROTAS[^A-Z]+DE[^A-Z]+MACAÚBAS[^A-Z]*$
2933307,Vitória da Conquista,338480,^[^A-Z]*VITORIA[^A-Z]+DA[^A-Z]+CONQUISTA[^A-Z]*$
2933307,Vitória da Conquista,338480,^[^A-Z]*VITÓRIA[^A-Z]+DA[^A-Z]+CONQUISTA[^A-Z]*$
2913507,Iguaí,26916,^[^A-Z]*IGUAI[^A-Z]*$
2913507,Iguaí,26916,^[^A-Z]*IGUAÍ[^A-Z]*$
2925105,Poções,46871,^[^A-Z]*POCOES[^A-Z]*$
2925105,Poções,46871,^[^A-Z]*POÇÕES[^A-Z]*$
2904605,Brumado,67195,^[^A-Z]*BRUMADO[^A-Z]*$
2916401,Itapetinga,76147,^[^A-Z]*ITAPETINGA[^A-Z]*$
2932606,Urandi,16658,^[^A-Z]*URANDI[^A-Z]*$
2906709,Cândido Sales,25189,^[^A-Z]*CANDIDO[^A-Z]+SALES[^A-Z]*$
2906709,Cândido Sales,25189,^[^A-Z]*CÂNDIDO[^A-Z]+SALES[^A-Z]*$
2911709,Guanambi,84481,^[^A-Z]*GUANAMBI[^A-Z]*$
2910404,Encruzilhada,17006,^[^A-Z]*ENCRUZILHAD[^A-Z]*A[^A-Z]*$
2904803,Caatiba,6758,^[^A-Z]*CAATIBA[^A-Z]*$
2905206,Caetité,50975,^[^A-Z]*CAETITE[^A-Z]*$
2905206,Caetité,50975,^[^A-Z]*CAETITÉ[^A-Z]*$
2924702,Piripá,10707,^[^A-Z]*PIRIPA[^A-Z]*$
2924702,Piripá,10707,^[^A-Z]*PIRIPÁ[^A-Z]*$
2925006,Planalto,26265,^[^A-Z]*PLANALTO[^A-Z]*$
2902906,Barra do Choça,31603,^[^A-Z]*BARRA[^A-Z]+DO[^A-Z]+CHOCA[^A-Z]*$
2902906,Barra do Choça,31603,^[^A-Z]*BARRA[^A-Z]+DO[^A-Z]+CHOÇA[^A-Z]*$
2925402,Potiraguá,7224,^[^A-Z]*POTIRAGUA[^A-Z]*$
2925402,Potiraguá,7224,^[^A-Z]*POTIRAGUÁ[^A-Z]*$
2912301,Ibicuí,16198,^[^A-Z]*IBICUI[^A-Z]*$
2912301,Ibicuí,16198,^[^A-Z]*IBICUÍ[^A-Z]*$
2916807,Itarantim,19747,^[^A-Z]*ITARANTIM[^A-Z]*$
2917102,Itororó,20382,^[^A-Z]*ITORORO[^A-Z]*$
2917102,Itororó,20382,^[^A-Z]*ITORORÓ[^A-Z]*$
2908705,Condeúba,17247,^[^A-Z]*CONDEUBA[^A-Z]*$
2908705,Condeúba,17247,^[^A-Z]*CONDEÚBA[^A-Z]*$
2926400,Riacho de Santana,35421,^[^A-Z]*RIACHO[^A-Z]+DE[^A-Z]+SANTANA[^A-Z]*$
2919702,Macarani,18755,^[^A-Z]*MACARANI[^A-Z]*$
2922706,Nova Canaã,16462,^[^A-Z]*NOVA[^A-Z]+CANAA[^A-Z]*$
2922706,Nova Canaã,16462,^[^A-Z]*NOVA[^A-Z]+CANAÃ[^A-Z]*$
2923407,Palmas de Monte Alto,21750,^[^A-Z]*PALMAS[^A-Z]+DE[^A-Z]+MONTE[^A-Z]+ALTO[^A-Z]*$
2924504,Pindaí,16260,^[^A-Z]*PINDAI[^A-Z]*$
2924504,Pindaí,16260,^[^A-Z]*PINDAÍ[^A-Z]*$
2920007,Maiquinique,10112,^[^A-Z]*MAIQUINIQUE[^A-Z]*$
2919504,Livramento de Nossa Senhora,45732,^[^A-Z]*LIVRAMENTO[^A-Z]+DE[^A-Z]+NOSSA[^A-Z]+SENHORA[^A-Z]*$
2902005,Aracatu,13135,^[^A-Z]*ARACATU[^A-Z]*$
2904100,Boquira,21508,^[^A-Z]*BOQUIRA[^A-Z]*$
2903953,Bom Jesus da Serra,9880,^[^A-Z]*BOM[^A-Z]+JESUS[^A-Z]+DA[^A-Z]+SERRA[^A-Z]*$
2915809,Itambé,23049,^[^A-Z]*ITAMBE[^A-Z]*$
2915809,Itambé,23049,^[^A-Z]*ITAMBÉ[^A-Z]*$
2906600,Candiba,14319,^[^A-Z]*CANDIBA[^A-Z]*$
2919405,Licínio de Almeida,12388,^[^A-Z]*LICINIO[^A-Z]+DE[^A-Z]+ALMEIDA[^A-Z]*$
2919405,Licínio de Almeida,12388,^[^A-Z]*LICÍNIO[^A-Z]+DE[^A-Z]+ALMEIDA[^A-Z]*$
2901205,Anagé,22005,^[^A-Z]*ANAGE[^A-Z]*$
2901205,Anagé,22005,^[^A-Z]*ANAGÉ[^A-Z]*$
2921807,Mortugaba,12042,^[^A-Z]*MORTUGABA[^A-Z]*$
2912509,Ibipitanga,14902,^[^A-Z]*IBIPITANGA[^A-Z]*$
2921450,Mirante,8641,^[^A-Z]*MIRANTE[^A-Z]*$
2923605,Paramirim,21607,^[^A-Z]*PARAMIRIM[^A-Z]*$
2926905,Rio do Pires,11655,^[^A-Z]*RIO[^A-Z]+DO[^A-Z]+PIRES[^A-Z]*$
2906899,Caraíbas,8951,^[^A-Z]*CARAIBAS[^A-Z]*$
2906899,Caraíbas,8951,^[^A-Z]*CARAÍBAS[^A-Z]*$
2910107,Dom Basílio,12199,^[^A-Z]*DOM[^A-Z]+BASILIO[^A-Z]*$
2910107,Dom Basílio,12199,^[^A-Z]*DOM[^A-Z]+BASÍLIO[^A-Z]*$
2926657,Ribeirão do Largo,5812,^[^A-Z]*RIBEIRAO[^A-Z]+DO[^A-Z]+LARGO[^A-Z]*$
2926657,Ribeirão do Largo,5812,^[^A-Z]*RIBEIRÃO[^A-Z]+DO[^A-Z]+LARGO[^A-Z]*$
2926806,Rio do Antônio,15371,^[^A-Z]*RIO[^A-Z]+DO[^A-Z]+ANTONIO[^A-Z]*$
2926806,Rio do Antônio,15371,^[^A-Z]*RIO[^A-Z]+DO[^A-Z]+ANTÔNIO[^A-Z]*$
2919801,Macaúbas,49826,^[^A-Z]*MACAUBAS[^A-Z]*$
2919801,Macaúbas,49826,^[^A-Z]*MACAÚBAS[^A-Z]*$
2910909,Firmino Alves,5617,^[^A-Z]*FIRMINO[^A-Z]+ALVES[^A-Z]*$
2931806,Tremedal,16394,^[^A-Z]*TREMEDAL[^A-Z]*$
2920205,Malhada,16845,^[^A-Z]*MALHADA[^A-Z]*$
2920304,Malhada de Pedras,8393,^[^A-Z]*MALHADA[^A-Z]+DE[^A-Z]+PEDRAS[^A-Z]*$
2925709,Presidente Jânio Quadros,12338,^[^A-Z]*PRESIDENTE[^A-Z]+JANIO[^A-Z]+QUADROS[^A-Z]*$
2925709,Presidente Jânio Quadros,12338,^[^A-Z]*PRESIDENTE[^A-Z]+JÂNIO[^A-Z]+QUADROS[^A-Z]*$
2902807,Barra da Estiva,20598,^[^A-Z]*BARRA[^A-Z]+DA[^A-Z]+ESTIVA[^A-Z]*$
2905008,Caculé,23170,^[^A-Z]*CACULE[^A-Z]*$
2905008,Caculé,23170,^[^A-Z]*CACULÉ[^A-Z]*$
2905156,Caetanos,14542,^[^A-Z]*CAETANOS[^A-Z]*$
2907103,Carinhanha,29018,^[^A-Z]*CARINHANHA[^A-Z]*$
2911659,Guajeru,6937,^[^A-Z]*GUAJERU[^A-Z]*$
2918605,Jussiape,6186,^[^A-Z]*JUSSIAPE[^A-Z]*$
2913408,Igaporã,15640,^[^A-Z]*IGAPORA[^A-Z]*$
2913408,Igaporã,15640,^[^A-Z]*IGAPORÃ[^A-Z]*$
2909000,Cordeiros,8614,^[^A-Z]*CORDEIROS[^A-Z]*$
2912004,Ibiassucê,9224,^[^A-Z]*IBIASSUCE[^A-Z]*$
2912004,Ibiassucê,9224,^[^A-Z]*IBIASSUCÊ[^A-Z]*$
2912202,Ibicoara,19571,^[^A-Z]*IBICOARA[^A-Z]*$
2919959,Maetinga,3161,^[^A-Z]*MAETINGA[^A-Z]*$
2917201,Ituaçu,18962,^[^A-Z]*ITUACU[^A-Z]*$
2917201,Ituaçu,18962,^[^A-Z]*ITUAÇU[^A-Z]*$
2917334,Iuiú,10994,^[^A-Z]*IUIU[^A-Z]*$
2917334,Iuiú,10994,^[^A-Z]*IUIÚ[^A-Z]*$
2902203,Aramari,11397,^[^A-Z]*ARAMARI[^A-Z]*$
2917409,Jacaraci,14842,^[^A-Z]*JACARACI[^A-Z]*$
2904209,Botuporã,10211,^[^A-Z]*BOTUPORA[^A-Z]*$
2904209,Botuporã,10211,^[^A-Z]*BOTUPORÃ[^A-Z]*$
2914802,Itabuna,213223,^[^A-Z]*ITABUNA[^A-Z]*$
2913606,Ilhéus,162327,^[^A-Z]*ILHEUS[^A-Z]*$
2913606,Ilhéus,162327,^[^A-Z]*ILHÉUS[^A-Z]*$
2918001,Jequié,155966,^[^A-Z]*JEQUIE[^A-Z]*$
2918001,Jequié,155966,^[^A-Z]*JEQUIÉ[^A-Z]*$
2913903,Ipiaú,45873,^[^A-Z]*IPIAU[^A-Z]*$
2913903,Ipiaú,45873,^[^A-Z]*IPIAÚ[^A-Z]*$
2911204,Gandu,32403,^[^A-Z]*GANDU[^A-Z]*$
2932903,Valença,96562,^[^A-Z]*VALENCA[^A-Z]*$
2932903,Valença,96562,^[^A-Z]*VALENÇA[^A-Z]*$
2919306,Lençóis,11409,^[^A-Z]*LENÇÓIS[^A-Z]*$
2919306,Lençóis,11409,^[^A-Z]*LENCOIS[^A-Z]*$
2915502,Itajuípe,20491,^[^A-Z]*ITAJUIPE[^A-Z]*$
2915502,Itajuípe,20491,^[^A-Z]*ITAJUÍPE[^A-Z]*$
2905602,Camacan,31988,^[^A-Z]*CAMACAN[^A-Z]*$
2932705,Uruçuca,20519,^[^A-Z]*URUCUCA[^A-Z]*$
2932705,Uruçuca,20519,^[^A-Z]*URUÇUCA[^A-Z]*$
2917607,Jaguaquara,54423,^[^A-Z]*JAGUAQUARA[^A-Z]*$
2933505,Wenceslau Guimarães,21101,^[^A-Z]*WENCESLAU[^A-Z]+GUIMARAES[^A-Z]*$
2933505,Wenceslau Guimarães,21101,^[^A-Z]*WENCESLAU[^A-Z]+GUIMARÃES[^A-Z]*$
2912103,Ibicaraí,21689,^[^A-Z]*IBICARAI[^A-Z]*$
2912103,Ibicaraí,21689,^[^A-Z]*IBICARAÍ[^A-Z]*$
2917300,Ituberá,28602,^[^A-Z]*ITUBERA[^A-Z]*$
2917300,Ituberá,28602,^[^A-Z]*ITUBERÁ[^A-Z]*$
2914901,Itacaré,28296,^[^A-Z]*ITACARE[^A-Z]*$
2914901,Itacaré,28296,^[^A-Z]*ITACARÉ[^A-Z]*$
2904704,Buerarema,18349,^[^A-Z]*BUERAREMA[^A-Z]*$
2932200,Ubaitaba,19056,^[^A-Z]*UBAITABA[^A-Z]*$
2932309,Ubatã,27035,^[^A-Z]*UBATA[^A-Z]*$
2932309,Ubatã,27035,^[^A-Z]*UBATÃ[^A-Z]*$
2902401,Aurelino Leal,11531,^[^A-Z]*AURELINO[^A-Z]+LEAL[^A-Z]*$
2905800,Camamu,35316,^[^A-Z]*CAMAMU[^A-Z]*$
2912707,Ibirapitanga,23375,^[^A-Z]*IBIRAPITANGA[^A-Z]*$
2908002,Coaraci,16993,^[^A-Z]*COARACI[^A-Z]*$
2915205,Itagibá,14579,^[^A-Z]*ITAGIBA[^A-Z]*$
2915205,Itagibá,14579,^[^A-Z]*ITAGIBÁ[^A-Z]*$
2929354,São José da Vitória,5657,^[^A-Z]*SAO[^A-Z]+JOSE[^A-Z]+DA[^A-Z]+VITORIA[^A-Z]*$
2929354,São José da Vitória,5657,^[^A-Z]*SÃO[^A-Z]+JOSÉ[^A-Z]+DA[^A-Z]+VITÓRIA[^A-Z]*$
2901957,Apuarema,7330,^[^A-Z]*APUAREMA[^A-Z]*$
2912905,Ibirataia,15312,^[^A-Z]*IBIRATAIA[^A-Z]*$
2911006,Floresta Azul,10629,^[^A-Z]*FLORESTA[^A-Z]+AZUL[^A-Z]*$
2931608,Teolândia,14943,^[^A-Z]*TEOLANDIA[^A-Z]*$
2931608,Teolândia,14943,^[^A-Z]*TEOLÂNDIA[^A-Z]*$
2905404,Cairu,18176,^[^A-Z]*CAIRU[^A-Z]*$
2913457,Igrapiúna,13226,^[^A-Z]*IGRAPIUNA[^A-Z]*$
2913457,Igrapiúna,13226,^[^A-Z]*IGRAPIÚNA[^A-Z]*$
2931202,Taperoá,21074,^[^A-Z]*TAPEROA[^A-Z]*$
2931202,Taperoá,21074,^[^A-Z]*TAPEROÁ[^A-Z]*$
2924678,Piraí do Norte,10023,^[^A-Z]*PIRAI[^A-Z]+DO[^A-Z]+NORTE[^A-Z]*$
2924678,Piraí do Norte,10023,^[^A-Z]*PIRAÍ[^A-Z]+DO[^A-Z]+NORTE[^A-Z]*$
2920403,Manoel Vitorino,13240,^[^A-Z]*MANOEL[^A-Z]+VITORINO[^A-Z]*$
2922755,Nova Ibiá,6591,^[^A-Z]*NOVA[^A-Z]+IBIA[^A-Z]*$
2922755,Nova Ibiá,6591,^[^A-Z]*NOVA[^A-Z]+IBIÁ[^A-Z]*$
2920700,Maraú,20570,^[^A-Z]*MARAU[^A-Z]*$
2920700,Maraú,20570,^[^A-Z]*MARAÚ[^A-Z]*$
2906303,Canavieiras,31099,^[^A-Z]*CANAVIEIRAS[^A-Z]*$
2916203,Itapé,8761,^[^A-Z]*ITAPE[^A-Z]*$
2916203,Itapé,8761,^[^A-Z]*ITAPÉ[^A-Z]*$
2918308,Jitaúna,11166,^[^A-Z]*JITAUNA[^A-Z]*$
2918308,Jitaúna,11166,^[^A-Z]*JITAÚNA[^A-Z]*$
2932507,Una,19002,^[^A-Z]*UNA[^A-Z]*$
2920502,Maracás,20834,^[^A-Z]*MARACAS[^A-Z]*$
2920502,Maracás,20834,^[^A-Z]*MARACÁS[^A-Z]*$
2903300,Barro Preto,5591,^[^A-Z]*BARRO[^A-Z]+PRETO[^A-Z]*$
2923902,Pau Brasil,9831,^[^A-Z]*PAU[^A-Z]+BRASIL[^A-Z]*$
2922607,Nilo Peçanha,13997,^[^A-Z]*NILO[^A-Z]+PECANHA[^A-Z]*$
2922607,Nilo Peçanha,13997,^[^A-Z]*NILO[^A-Z]+PEÇANHA[^A-Z]*$
2928059,Santa Luzia,12597,^[^A-Z]*SANTA[^A-Z]+LUZIA[^A-Z]*$
2910008,Dário Meira,10710,^[^A-Z]*DARIO[^A-Z]+MEIRA[^A-Z]*$
2910008,Dário Meira,10710,^[^A-Z]*DÁRIO[^A-Z]+MEIRA[^A-Z]*$
2900900,Almadina,5464,^[^A-Z]*ALMADINA[^A-Z]*$
2911501,Gongogi,7128,^[^A-Z]*GONGOGI[^A-Z]*$
2915403,Itaju do Colônia,6682,^[^A-Z]*ITAJU[^A-Z]+DO[^A-Z]+COLONIA[^A-Z]*$
2915403,Itaju do Colônia,6682,^[^A-Z]*ITAJU[^A-Z]+DO[^A-Z]+COLÔNIA[^A-Z]*$
2916609,Itapitanga,10313,^[^A-Z]*ITAPITANGA[^A-Z]*$
2919058,Lajedo do Tabocal,8562,^[^A-Z]*LAJEDO[^A-Z]+DO[^A-Z]+TABOCAL[^A-Z]*$
2920908,Mascote,13822,^[^A-Z]*MASCOTE[^A-Z]*$
2927804,Santa Cruz da Vitória,6315,^[^A-Z]*SANTA[^A-Z]+CRUZ[^A-Z]+DA[^A-Z]+VITORIA[^A-Z]*$
2927804,Santa Cruz da Vitória,6315,^[^A-Z]*SANTA[^A-Z]+CRUZ[^A-Z]+DA[^A-Z]+VITÓRIA[^A-Z]*$
2904308,Brejões,14295,^[^A-Z]*BREJOES[^A-Z]*$
2904308,Brejões,14295,^[^A-Z]*BREJÕES[^A-Z]*$
2915106,Itagi,12351,^[^A-Z]*ITAGI[^A-Z]*$
2900603,Aiquara,4446,^[^A-Z]*AIQUARA[^A-Z]*$
2927903,Santa Inês,10631,^[^A-Z]*SANTA[^A-Z]+INES[^A-Z]*$
2927903,Santa Inês,10631,^[^A-Z]*SANTA[^A-Z]+INÊS[^A-Z]*$
2918555,Jussari,5833,^[^A-Z]*JUSSARI[^A-Z]*$
2918704,Lafaiete Coutinho,3724,^[^A-Z]*LAFAIETE[^A-Z]+COUTINHO[^A-Z]*$
2903102,Barra do Rocha,5714,^[^A-Z]*BARRA[^A-Z]+DO[^A-Z]+ROCHA[^A-Z]*$
2909505,Cravolândia,5349,^[^A-Z]*CRAVOLANDIA[^A-Z]*$
2909505,Cravolândia,5349,^[^A-Z]*CRAVOLÂNDIA[^A-Z]*$
2916708,Itaquara,8319,^[^A-Z]*ITAQUARA[^A-Z]*$
2916906,Itiruçu,12576,^[^A-Z]*ITIRUCU[^A-Z]*$
2916906,Itiruçu,12576,^[^A-Z]*ITIRUÇU[^A-Z]*$
2915700,Itamari,8035,^[^A-Z]*ITAMARI[^A-Z]*$
2902252,Arataca,11019,^[^A-Z]*ARATACA[^A-Z]*$
2914307,Iramaia,8537,^[^A-Z]*IRAMAIA[^A-Z]*$
2903706,Boa Nova,12633,^[^A-Z]*BOA[^A-Z]+NOVA[^A-Z]*$
2904407,Brejolândia,10557,^[^A-Z]*BREJOLÂNDIA[^A-Z]*$
2904407,Brejolândia,10557,^[^A-Z]*BREJOLANDIA[^A-Z]*$
,Canápolis,,^[^A-Z]*CANÁPOLIS[^A-Z]*$
,Canápolis,,^[^A-Z]*CANAPOLIS[^A-Z]*$
