date,municipio,confirmados_laboratorial,confirmados_clinico_epidemiologico,confirmados_teste_rapido,total_confirmados,aguardando_validacao_dos_municipios,porcentagem,populacao,coef_incidencia_100k_hab,qtd_dias_ultimo_caso,total_ativos,total_obitos_munres,total_obitos_munocor,novos_casos,novos_obitos,taxa_letalidade,total_recuperados,codmun
2020-07-07,Dário Meira,10,1,42,53,0,0.06,10710,494.86,0,6,2,0,16,0,3.77,45,2910008
2020-07-08,Dário Meira,10,1,47,58,1,0.06,10710,541.55,0,10,2,0,5,0,3.45,46,2910008
2020-07-09,Dário Meira,8,0,51,59,2,0.06,10710,550.89,0,10,2,0,1,0,3.39,47,2910008
2020-07-10,Dário Meira,8,0,70,78,3,0.08,10710,728.29,0,27,2,0,19,0,2.56,49,2910008
2020-07-11,Dário Meira,8,0,92,100,1,0.1,10710,933.71,0,49,2,0,22,0,2.0,49,2910008
2020-07-12,Dário Meira,8,0,93,101,0,0.1,10710,943.04,0,50,2,0,1,0,1.98,49,2910008
2020-07-13,Dário Meira,8,0,93,101,0,0.1,10710,943.04,1,50,2,0,0,0,1.98,49,2910008
2020-07-14,Dário Meira,9,0,104,113,5,0.1,10710,1055.09,0,43,2,0,12,0,1.77,68,2910008
2020-07-15,Dário Meira,10,0,130,140,2,0.13,10710,1307.19,0,63,2,0,27,0,1.43,75,2910008
2020-07-16,Dário Meira,10,0,148,158,2,0.14,10710,1475.26,0,81,2,0,18,0,1.27,75,2910008
2020-07-17,Dário Meira,10,0,162,172,5,0.15,10710,1605.98,0,78,2,0,14,0,1.16,92,2910008
2020-07-18,Dário Meira,11,0,162,173,5,0.15,10710,1615.31,0,55,2,0,1,0,1.16,116,2910008
2020-05-19,Manoel Vitorino,2,0,0,2,1,0.02,13240,151.06,7,0,0,0,2,0,0.0,2,2920403
2020-05-20,Manoel Vitorino,5,0,0,5,0,0.06,13240,377.64,0,1,0,0,3,0,0.0,4,2920403
2020-05-21,Manoel Vitorino,5,0,0,5,0,0.05,13240,377.64,1,1,0,0,0,0,0.0,4,2920403
2020-05-22,Manoel Vitorino,5,0,0,5,0,0.05,13240,377.64,2,1,1,0,0,1,20.0,3,2920403
2020-05-23,Manoel Vitorino,5,0,0,5,0,0.04,13240,377.64,3,1,1,0,0,0,20.0,3,2920403
2020-05-24,Manoel Vitorino,5,0,0,5,0,0.04,13240,377.64,4,1,1,0,0,0,20.0,3,2920403
2020-05-25,Manoel Vitorino,5,0,0,5,0,0.04,13240,377.64,5,1,1,0,0,0,20.0,3,2920403
2020-05-26,Manoel Vitorino,5,0,0,5,0,0.03,13240,377.64,6,1,1,0,0,0,20.0,3,2920403
2020-05-27,Manoel Vitorino,5,0,0,5,0,0.03,13240,377.64,7,1,1,0,0,0,20.0,3,2920403
2020-05-28,Manoel Vitorino,5,0,0,5,2,0.03,13240,377.64,8,0,1,1,0,0,20.0,4,2920403
2020-05-29,Manoel Vitorino,5,0,0,5,2,0.03,13240,377.64,8,0,1,1,0,0,20.0,4,2920403
2020-05-30,Manoel Vitorino,6,0,2,8,1,0.05,13240,604.23,0,2,1,1,3,0,12.5,5,2920403
2020-05-31,Manoel Vitorino,7,0,2,9,0,0.05,13240,679.76,0,3,1,1,1,0,11.11,5,2920403
2020-06-01,Manoel Vitorino,7,0,2,9,0,0.05,13240,679.76,1,2,1,1,0,0,11.11,6,2920403
2020-06-02,Manoel Vitorino,7,0,4,11,0,0.05,13240,830.82,0,4,1,1,2,0,9.09,6,2920403
2020-06-03,Manoel Vitorino,7,0,4,11,0,0.05,13240,830.82,1,4,1,1,0,0,9.09,6,2920403
2020-06-04,Manoel Vitorino,7,0,4,11,0,0.05,13240,830.82,2,4,1,1,0,0,9.09,6,2920403
2020-06-05,Manoel Vitorino,8,0,8,16,0,0.06,13240,1208.46,0,7,1,1,5,0,6.25,8,2920403
2020-06-06,Manoel Vitorino,8,0,8,16,0,0.06,13240,1208.46,1,7,1,1,0,0,6.25,8,2920403
2020-06-07,Manoel Vitorino,8,0,8,16,0,0.06,13240,1208.46,2,7,1,1,0,0,6.25,8,2920403
2020-06-08,Manoel Vitorino,8,0,8,16,0,0.06,13240,1208.46,3,7,1,1,0,0,6.25,8,2920403
2020-06-09,Manoel Vitorino,8,0,8,16,0,0.05,13240,1208.46,4,7,1,1,0,0,6.25,8,2920403
2020-06-10,Manoel Vitorino,8,0,8,16,0,0.05,13240,1208.46,5,7,1,1,0,0,6.25,8,2920403
2020-06-11,Manoel Vitorino,8,0,8,16,0,0.05,13240,1208.46,6,7,1,1,0,0,6.25,8,2920403
2020-06-12,Manoel Vitorino,8,0,8,16,1,0.05,13240,1208.46,7,7,1,1,0,0,6.25,8,2920403
2020-06-13,Manoel Vitorino,8,0,9,17,0,0.05,13240,1283.99,0,7,1,1,1,0,5.88,9,2920403
2020-06-14,Manoel Vitorino,8,0,9,17,0,0.05,13240,1283.99,1,7,1,1,0,0,5.88,9,2920403
2020-06-15,Manoel Vitorino,8,0,9,17,1,0.05,13240,1283.99,2,7,1,1,0,0,5.88,9,2920403
2020-06-16,Manoel Vitorino,9,0,9,18,0,0.05,13240,1359.52,0,8,1,1,1,0,5.56,9,2920403
2020-06-17,Manoel Vitorino,9,0,9,18,0,0.04,13240,1359.52,1,8,1,1,0,0,5.56,9,2920403
2020-06-18,Manoel Vitorino,7,0,9,16,0,0.04,13240,1208.46,2,6,1,1,-2,0,6.25,9,2920403
2020-06-19,Manoel Vitorino,7,0,9,16,0,0.04,13240,1208.46,2,6,1,1,0,0,6.25,9,2920403
2020-06-20,Manoel Vitorino,7,0,9,16,0,0.04,13240,120.85,4,1,1,1,0,0,6.25,14,2920403
2020-06-21,Manoel Vitorino,7,0,9,16,0,0.03,13240,120.85,5,0,1,1,0,0,6.25,15,2920403
2020-06-22,Manoel Vitorino,7,0,9,16,0,0.03,13240,120.85,6,0,1,1,0,0,6.25,15,2920403
2020-06-23,Manoel Vitorino,7,0,9,16,0,0.03,13240,120.85,6,0,1,1,0,0,6.25,15,2920403
2020-06-24,Manoel Vitorino,7,0,9,16,0,0.03,13240,120.85,6,0,1,1,0,0,6.25,15,2920403
2020-06-25,Manoel Vitorino,7,0,9,16,0,0.03,13240,120.85,9,0,1,1,0,0,6.25,15,2920403
2020-06-26,Manoel Vitorino,7,0,9,16,0,0.03,13240,120.85,10,0,1,1,0,0,6.25,15,2920403
2020-06-27,Manoel Vitorino,7,0,21,28,0,0.04,13240,211.48,0,11,1,1,12,0,3.57,16,2920403
2020-06-28,Manoel Vitorino,7,0,28,35,0,0.05,13240,264.35,0,18,1,1,7,0,2.86,16,2920403
2020-06-29,Manoel Vitorino,7,0,30,37,0,0.05,13240,279.46,0,20,1,1,2,0,2.7,16,2920403
2020-06-30,Manoel Vitorino,7,0,31,38,6,0.05,13240,287.01,0,20,1,1,1,0,2.63,17,2920403
2020-07-01,Manoel Vitorino,7,0,36,43,9,0.06,13240,324.77,0,23,1,1,5,0,2.33,19,2920403
2020-07-02,Manoel Vitorino,7,0,45,52,0,0.07,13240,392.75,0,30,1,1,9,0,1.92,21,2920403
2020-07-03,Manoel Vitorino,7,0,45,52,1,0.06,13240,392.75,1,30,1,1,0,0,1.92,21,2920403
2020-07-04,Manoel Vitorino,7,0,46,53,0,0.06,13240,400.3,0,28,1,1,1,0,1.89,24,2920403
2020-07-05,Manoel Vitorino,8,0,46,54,1,0.06,13240,407.85,0,26,1,1,1,0,1.85,27,2920403
2020-07-06,Manoel Vitorino,10,0,46,56,6,0.06,13240,422.96,0,24,1,1,2,0,1.79,31,2920403
2020-07-07,Manoel Vitorino,10,0,52,62,2,0.07,13240,468.28,0,28,1,1,6,0,1.61,33,2920403
2020-07-08,Manoel Vitorino,11,0,54,65,3,0.07,13240,490.94,0,27,1,1,3,0,1.54,37,2920403
2020-07-09,Manoel Vitorino,11,0,58,69,0,0.07,13240,521.15,0,27,1,1,4,0,1.45,41,2920403
2020-07-10,Manoel Vitorino,11,0,58,69,0,0.07,13240,521.15,1,24,1,1,0,0,1.45,44,2920403
2020-07-11,Manoel Vitorino,11,0,60,71,13,0.07,13240,536.25,0,25,2,1,2,1,2.82,44,2920403
2020-07-12,Manoel Vitorino,11,0,73,84,0,0.08,13240,634.44,0,37,3,1,13,1,3.57,44,2920403
2020-07-13,Manoel Vitorino,11,0,73,84,0,0.08,13240,634.44,1,37,3,1,0,0,3.57,44,2920403
2020-07-14,Manoel Vitorino,12,0,73,85,6,0.08,13240,641.99,0,28,3,1,1,0,3.53,54,2920403
2020-07-15,Manoel Vitorino,12,0,80,92,1,0.08,13240,694.86,0,27,3,1,7,0,3.26,62,2920403
2020-07-16,Manoel Vitorino,12,0,81,93,0,0.08,13240,702.42,0,23,3,1,1,0,3.23,67,2920403
2020-07-17,Manoel Vitorino,14,0,82,96,5,0.08,13240,725.08,0,16,4,1,3,1,4.17,76,2920403
2020-07-18,Manoel Vitorino,14,0,82,96,5,0.08,13240,725.08,1,13,4,1,0,0,4.17,79,2920403
2020-05-21,Apuarema,1,0,0,1,0,0.01,7330,136.43,0,0,0,0,1,0,0.0,1,2901957
2020-05-22,Apuarema,1,0,0,1,0,0.01,7330,136.43,1,0,0,0,0,0,0.0,1,2901957
2020-05-23,Apuarema,1,0,0,1,0,0.01,7330,136.43,2,0,0,0,0,0,0.0,1,2901957
2020-05-24,Apuarema,1,0,0,1,0,0.01,7330,136.43,3,0,0,0,0,0,0.0,1,2901957
2020-05-25,Apuarema,1,0,0,1,0,0.01,7330,136.43,4,0,0,0,0,0,0.0,1,2901957
2020-05-26,Apuarema,1,0,0,1,0,0.01,7330,136.43,5,0,0,0,0,0,0.0,1,2901957
2020-05-27,Apuarema,1,0,0,1,0,0.01,7330,136.43,6,0,0,0,0,0,0.0,1,2901957
2020-05-28,Apuarema,1,0,0,1,0,0.01,7330,136.43,7,0,0,0,0,0,0.0,1,2901957
2020-05-29,Apuarema,1,0,0,1,0,0.01,7330,136.43,7,0,0,0,0,0,0.0,1,2901957
2020-05-30,Apuarema,1,0,0,1,0,0.01,7330,136.43,9,0,0,0,0,0,0.0,1,2901957
2020-05-31,Apuarema,1,0,0,1,0,0.01,7330,136.43,10,0,0,0,0,0,0.0,1,2901957
2020-06-01,Apuarema,1,0,0,1,0,0.01,7330,136.43,11,0,0,0,0,0,0.0,1,2901957
2020-06-02,Apuarema,1,0,0,1,0,0.0,7330,136.43,12,0,0,0,0,0,0.0,1,2901957
2020-06-03,Apuarema,1,0,0,1,0,0.0,7330,136.43,13,0,0,0,0,0,0.0,1,2901957
2020-06-04,Apuarema,1,0,0,1,0,0.0,7330,136.43,14,0,0,0,0,0,0.0,1,2901957
2020-06-05,Apuarema,1,0,0,1,0,0.0,7330,136.43,15,0,0,0,0,0,0.0,1,2901957
2020-06-06,Apuarema,1,0,0,1,0,0.0,7330,136.43,16,0,0,0,0,0,0.0,1,2901957
2020-06-07,Apuarema,1,0,0,1,0,0.0,7330,136.43,17,0,0,0,0,0,0.0,1,2901957
2020-06-08,Apuarema,1,0,0,1,0,0.0,7330,136.43,18,0,0,0,0,0,0.0,1,2901957
2020-06-09,Apuarema,1,0,0,1,0,0.0,7330,136.43,19,0,0,0,0,0,0.0,1,2901957
2020-06-10,Apuarema,1,0,0,1,0,0.0,7330,136.43,20,0,0,0,0,0,0.0,1,2901957
2020-06-11,Apuarema,1,0,0,1,0,0.0,7330,136.43,21,0,0,0,0,0,0.0,1,2901957
2020-06-12,Apuarema,1,0,0,1,0,0.0,7330,136.43,22,0,0,0,0,0,0.0,1,2901957
2020-06-13,Apuarema,1,0,0,1,0,0.0,7330,136.43,23,0,0,0,0,0,0.0,1,2901957
2020-06-14,Apuarema,1,0,0,1,0,0.0,7330,136.43,24,0,0,0,0,0,0.0,1,2901957
2020-06-15,Apuarema,1,0,0,1,0,0.0,7330,136.43,25,0,0,0,0,0,0.0,1,2901957
2020-06-16,Apuarema,1,0,0,1,0,0.0,7330,136.43,26,0,0,0,0,0,0.0,1,2901957
2020-06-17,Apuarema,1,0,0,1,0,0.0,7330,136.43,27,0,0,0,0,0,0.0,1,2901957
2020-06-18,Apuarema,1,0,0,1,0,0.0,7330,136.43,28,0,0,0,0,0,0.0,1,2901957
2020-06-19,Apuarema,1,0,0,1,0,0.0,7330,136.43,28,0,0,0,0,0,0.0,1,2901957
2020-06-20,Apuarema,1,0,0,1,0,0.0,7330,13.64,30,0,0,0,0,0,0.0,1,2901957
2020-06-21,Apuarema,1,0,6,7,0,0.02,7330,95.5,0,6,0,0,6,0,0.0,1,2901957
2020-06-22,Apuarema,1,0,6,7,0,0.02,7330,95.5,1,6,0,0,0,0,0.0,1,2901957
2020-06-23,Apuarema,1,0,6,7,0,0.02,7330,95.5,1,6,0,0,0,0,0.0,1,2901957
2020-06-24,Apuarema,1,0,6,7,0,0.02,7330,95.5,1,6,0,0,0,0,0.0,1,2901957
2020-06-25,Apuarema,1,0,14,15,0,0.03,7330,204.64,0,14,0,0,8,0,0.0,1,2901957
2020-06-26,Apuarema,1,0,14,15,2,0.03,7330,204.64,1,14,0,0,0,0,0.0,1,2901957
2020-06-27,Apuarema,1,0,16,17,0,0.03,7330,231.92,0,16,0,0,2,0,0.0,1,2901957
2020-06-28,Apuarema,1,0,19,20,17,0.03,7330,272.85,0,15,0,0,3,0,0.0,5,2901957
2020-06-29,Apuarema,2,0,35,37,0,0.05,7330,504.77,0,31,0,0,17,0,0.0,6,2901957
2020-06-30,Apuarema,2,0,35,37,26,0.05,7330,504.77,1,29,0,0,0,0,0.0,8,2901957
2020-07-01,Apuarema,2,0,61,63,10,0.08,7330,859.48,0,54,0,0,26,0,0.0,9,2901957
2020-07-02,Apuarema,2,0,71,73,4,0.09,7330,995.91,0,60,0,0,10,0,0.0,13,2901957
2020-07-03,Apuarema,6,0,72,78,4,0.1,7330,1064.12,0,63,0,0,5,0,0.0,15,2901957
2020-07-04,Apuarema,6,0,77,83,3,0.1,7330,1132.33,0,65,0,0,5,0,0.0,18,2901957
2020-07-05,Apuarema,6,0,80,86,0,0.1,7330,1173.26,0,64,0,0,3,0,0.0,22,2901957
2020-07-06,Apuarema,6,0,80,86,0,0.1,7330,1173.26,1,64,0,0,0,0,0.0,22,2901957
2020-07-07,Apuarema,6,0,80,86,0,0.1,7330,1173.26,2,48,0,0,0,0,0.0,38,2901957
2020-07-08,Apuarema,6,0,80,86,1,0.09,7330,1173.26,3,36,0,0,0,0,0.0,50,2901957
2020-07-09,Apuarema,6,0,81,87,1,0.09,7330,1186.9,0,30,0,0,1,0,0.0,57,2901957
2020-07-10,Apuarema,7,0,81,88,1,0.09,7330,1200.55,0,19,0,0,1,0,0.0,69,2901957
2020-07-11,Apuarema,8,0,81,89,13,0.09,7330,1214.19,0,20,0,0,1,0,0.0,69,2901957
2020-07-12,Apuarema,10,0,92,102,2,0.1,7330,1391.54,0,33,0,0,13,0,0.0,69,2901957
2020-07-13,Apuarema,11,0,93,104,0,0.1,7330,1418.83,0,34,0,0,2,0,0.0,70,2901957
2020-07-14,Apuarema,11,0,93,104,0,0.1,7330,1418.83,1,17,0,0,0,0,0.0,87,2901957
2020-07-15,Apuarema,11,0,94,105,10,0.09,7330,1432.47,0,14,0,0,1,0,0.0,91,2901957
2020-07-16,Apuarema,11,0,104,115,3,0.1,7330,1568.89,0,11,0,0,10,0,0.0,104,2901957
2020-07-17,Apuarema,11,0,110,121,8,0.1,7330,1650.75,0,12,0,0,6,0,0.0,109,2901957
2020-07-18,Apuarema,11,0,111,122,11,0.1,7330,1664.39,0,10,0,0,1,0,0.0,112,2901957
2020-05-19,Barro Preto,4,0,0,4,0,0.05,5591,715.44,0,0,0,0,4,0,0.0,4,2903300
2020-05-20,Barro Preto,4,0,0,4,0,0.05,5591,715.44,1,0,0,0,0,0,0.0,4,2903300
2020-05-21,Barro Preto,4,0,0,4,0,0.04,5591,715.44,2,0,0,0,0,0,0.0,4,2903300
2020-05-22,Barro Preto,4,0,0,4,0,0.04,5591,715.44,3,0,0,0,0,0,0.0,4,2903300
2020-05-23,Barro Preto,4,0,0,4,0,0.03,5591,715.44,4,0,0,0,0,0,0.0,4,2903300
2020-05-24,Barro Preto,4,0,0,4,0,0.03,5591,715.44,5,0,0,0,0,0,0.0,4,2903300
2020-05-25,Barro Preto,4,0,0,4,0,0.03,5591,715.44,6,0,0,0,0,0,0.0,4,2903300
2020-05-26,Barro Preto,4,0,0,4,0,0.03,5591,715.44,7,0,0,0,0,0,0.0,4,2903300
2020-05-27,Barro Preto,4,0,0,4,0,0.03,5591,715.44,8,0,0,0,0,0,0.0,4,2903300
2020-05-28,Barro Preto,4,0,0,4,0,0.03,5591,715.44,9,1,0,0,0,0,0.0,3,2903300
2020-05-29,Barro Preto,4,0,0,4,0,0.03,5591,715.44,9,1,0,0,0,0,0.0,3,2903300
2020-05-30,Barro Preto,4,0,0,4,0,0.02,5591,715.44,11,1,0,0,0,0,0.0,3,2903300
2020-05-31,Barro Preto,4,0,0,4,0,0.02,5591,715.44,12,1,0,0,0,0,0.0,3,2903300
2020-06-01,Barro Preto,4,0,0,4,0,0.02,5591,715.44,13,1,0,0,0,0,0.0,3,2903300
2020-06-02,Barro Preto,4,0,0,4,2,0.02,5591,715.44,14,1,0,0,0,0,0.0,3,2903300
2020-06-03,Barro Preto,6,0,0,6,0,0.03,5591,1073.15,0,3,0,0,2,0,0.0,3,2903300
2020-06-04,Barro Preto,6,0,0,6,1,0.03,5591,1073.15,1,3,0,0,0,0,0.0,3,2903300
2020-06-05,Barro Preto,5,0,1,6,0,0.02,5591,1073.15,2,3,0,0,0,0,0.0,3,2903300
2020-06-06,Barro Preto,5,0,1,6,0,0.02,5591,1073.15,3,3,0,0,0,0,0.0,3,2903300
2020-06-07,Barro Preto,5,0,1,6,0,0.02,5591,1073.15,4,3,0,0,0,0,0.0,3,2903300
2020-06-08,Barro Preto,5,0,1,6,0,0.02,5591,1073.15,5,3,0,0,0,0,0.0,3,2903300
2020-06-09,Barro Preto,5,0,1,6,0,0.02,5591,1073.15,6,3,0,0,0,0,0.0,3,2903300
2020-06-10,Barro Preto,5,0,1,6,0,0.02,5591,1073.15,7,3,0,0,0,0,0.0,3,2903300
2020-06-11,Barro Preto,5,0,3,8,0,0.02,5591,1430.87,0,5,0,0,2,0,0.0,3,2903300
2020-06-12,Barro Preto,5,0,3,8,0,0.02,5591,1430.87,1,5,0,0,0,0,0.0,3,2903300
2020-06-13,Barro Preto,5,0,3,8,0,0.02,5591,1430.87,2,5,0,0,0,0,0.0,3,2903300
2020-06-14,Barro Preto,5,0,3,8,2,0.02,5591,1430.87,3,5,0,0,0,0,0.0,3,2903300
2020-06-15,Barro Preto,5,0,6,11,1,0.03,5591,1967.45,0,7,0,0,3,0,0.0,4,2903300
2020-06-16,Barro Preto,5,0,7,12,0,0.03,5591,2146.31,0,8,0,0,1,0,0.0,4,2903300
2020-06-17,Barro Preto,5,0,7,12,0,0.03,5591,2146.31,1,8,0,0,0,0,0.0,4,2903300
2020-06-18,Barro Preto,5,0,7,12,0,0.03,5591,2146.31,2,8,0,0,0,0,0.0,4,2903300
2020-06-19,Barro Preto,5,0,7,12,0,0.03,5591,2146.31,2,8,0,0,0,0,0.0,4,2903300
2020-06-20,Barro Preto,5,0,7,12,0,0.03,5591,214.63,4,8,0,0,0,0,0.0,4,2903300
2020-06-21,Barro Preto,5,0,7,12,0,0.03,5591,214.63,5,8,0,0,0,0,0.0,4,2903300
2020-06-22,Barro Preto,6,0,7,13,0,0.03,5591,232.52,0,8,0,0,1,0,0.0,5,2903300
2020-06-23,Barro Preto,6,0,7,13,0,0.03,5591,232.52,0,8,0,0,0,0,0.0,5,2903300
2020-06-24,Barro Preto,6,0,7,13,0,0.03,5591,232.52,0,8,0,0,0,0,0.0,5,2903300
2020-06-25,Barro Preto,6,0,7,13,0,0.02,5591,232.52,3,0,0,0,0,0,0.0,13,2903300
2020-06-26,Barro Preto,7,0,8,15,0,0.03,5591,268.29,0,0,0,0,2,0,0.0,15,2903300
2020-06-27,Barro Preto,8,0,14,22,0,0.03,5591,393.49,0,0,0,0,7,0,0.0,22,2903300
2020-06-28,Barro Preto,10,0,16,26,0,0.04,5591,465.03,0,10,0,0,4,0,0.0,16,2903300
2020-06-29,Barro Preto,10,0,17,27,0,0.04,5591,482.92,0,10,0,0,1,0,0.0,17,2903300
2020-06-30,Barro Preto,10,0,17,27,6,0.04,5591,482.92,1,10,0,0,0,0,0.0,17,2903300
2020-07-01,Barro Preto,10,0,22,32,2,0.04,5591,572.35,0,14,0,0,5,0,0.0,18,2903300
2020-07-02,Barro Preto,11,0,24,35,1,0.05,5591,626.01,0,16,0,0,3,0,0.0,19,2903300
2020-07-03,Barro Preto,11,0,26,37,0,0.05,5591,661.78,0,17,0,0,2,0,0.0,20,2903300
2020-07-04,Barro Preto,12,0,26,38,1,0.05,5591,679.66,0,16,0,0,1,0,0.0,22,2903300
2020-07-05,Barro Preto,14,0,27,41,0,0.05,5591,733.32,0,17,0,0,3,0,0.0,24,2903300
2020-07-06,Barro Preto,17,0,27,44,4,0.05,5591,786.98,0,19,1,0,3,1,2.27,24,2903300
2020-07-07,Barro Preto,20,0,33,53,2,0.06,5591,947.95,0,28,1,0,9,0,1.89,24,2903300
2020-07-08,Barro Preto,28,0,34,62,3,0.07,5591,1108.93,0,34,1,0,9,0,1.61,27,2903300
2020-07-09,Barro Preto,32,0,35,67,0,0.07,5591,1198.35,0,35,2,0,5,1,2.99,30,2903300
2020-07-10,Barro Preto,32,0,40,72,0,0.07,5591,1287.78,0,35,2,0,5,0,2.78,35,2903300
2020-07-11,Barro Preto,33,0,40,73,2,0.07,5591,1305.67,0,35,2,0,1,0,2.74,36,2903300
2020-07-12,Barro Preto,39,0,43,82,1,0.08,5591,1466.64,0,41,2,0,9,0,2.44,39,2903300
2020-07-13,Barro Preto,42,0,43,85,2,0.08,5591,1520.3,0,43,3,0,3,1,3.53,39,2903300
2020-07-14,Barro Preto,42,0,45,87,0,0.08,5591,1556.07,0,31,3,0,2,0,3.45,53,2903300
2020-07-15,Barro Preto,46,0,46,92,1,0.08,5591,1645.5,0,29,3,0,5,0,3.26,60,2903300
2020-07-16,Barro Preto,47,0,47,94,0,0.08,5591,1681.27,0,24,3,0,2,0,3.19,67,2903300
2020-07-17,Barro Preto,47,0,47,94,0,0.08,5591,1681.27,1,16,3,0,0,0,3.19,75,2903300
2020-07-18,Barro Preto,47,0,47,94,0,0.08,5591,1681.27,2,11,3,0,0,0,3.19,80,2903300
2020-05-19,Ituberá,1,2,0,3,1,0.03,28602,69.93,16,0,0,0,3,0,0.0,3,2917300
2020-05-20,Ituberá,1,2,0,3,0,0.03,28602,69.93,17,0,0,0,0,0,0.0,3,2917300
2020-05-21,Ituberá,1,2,0,3,0,0.03,28602,104.89,18,0,0,0,0,0,0.0,3,2917300
2020-05-22,Ituberá,1,1,0,2,1,0.02,28602,69.93,19,0,0,0,-1,0,0.0,2,2917300
2020-05-23,Ituberá,2,1,0,3,0,0.02,28602,104.89,20,0,0,0,1,0,0.0,3,2917300
2020-05-24,Ituberá,2,1,0,3,0,0.02,28602,104.89,21,0,0,0,0,0,0.0,3,2917300
2020-05-25,Ituberá,2,1,0,3,0,0.02,28602,104.89,22,0,0,0,0,0,0.0,3,2917300
2020-05-26,Ituberá,3,1,0,4,0,0.03,28602,139.85,23,0,0,0,1,0,0.0,4,2917300
2020-05-27,Ituberá,3,1,0,4,0,0.03,28602,139.85,24,0,0,0,0,0,0.0,4,2917300
2020-05-28,Ituberá,3,1,0,4,0,0.03,28602,139.85,25,2,0,0,0,0,0.0,2,2917300
2020-05-29,Ituberá,3,1,0,4,0,0.03,28602,139.85,25,2,0,0,0,0,0.0,2,2917300
2020-05-30,Ituberá,3,1,0,4,0,0.02,28602,139.85,27,2,0,0,0,0,0.0,2,2917300
2020-05-31,Ituberá,3,1,0,4,0,0.02,28602,139.85,28,2,0,0,0,0,0.0,2,2917300
2020-06-01,Ituberá,3,1,0,4,0,0.02,28602,139.85,29,2,0,0,0,0,0.0,2,2917300
2020-06-02,Ituberá,4,1,1,6,0,0.03,28602,209.78,0,4,0,0,2,0,0.0,2,2917300
2020-06-03,Ituberá,4,1,1,6,0,0.03,28602,209.78,1,4,0,0,0,0,0.0,2,2917300
2020-06-04,Ituberá,4,1,1,6,0,0.03,28602,209.78,2,4,0,0,0,0,0.0,2,2917300
2020-06-05,Ituberá,4,1,1,6,0,0.02,28602,209.78,3,3,0,0,0,0,0.0,3,2917300
2020-06-06,Ituberá,5,1,1,7,0,0.03,28602,244.74,0,4,0,0,1,0,0.0,3,2917300
2020-06-07,Ituberá,5,1,1,7,0,0.03,28602,244.74,1,3,1,1,0,1,14.29,3,2917300
2020-06-08,Ituberá,5,1,1,7,1,0.02,28602,244.74,2,3,1,1,0,0,14.29,3,2917300
2020-06-09,Ituberá,5,1,2,8,0,0.03,28602,279.7,0,4,1,1,1,0,12.5,3,2917300
2020-06-10,Ituberá,5,1,2,8,0,0.03,28602,279.7,1,4,1,1,0,0,12.5,3,2917300
2020-06-11,Ituberá,5,1,2,8,0,0.02,28602,279.7,2,4,1,1,0,0,12.5,3,2917300
2020-06-12,Ituberá,5,1,2,8,0,0.02,28602,279.7,3,4,1,1,0,0,12.5,3,2917300
2020-06-13,Ituberá,5,1,2,8,0,0.02,28602,279.7,4,4,1,1,0,0,12.5,3,2917300
2020-06-14,Ituberá,5,1,2,8,0,0.02,28602,279.7,5,4,1,1,0,0,12.5,3,2917300
2020-06-15,Ituberá,5,1,2,8,0,0.02,28602,279.7,6,4,1,1,0,0,12.5,3,2917300
2020-06-16,Ituberá,7,1,2,10,0,0.03,28602,349.63,0,6,1,1,2,0,10.0,3,2917300
2020-06-17,Ituberá,8,1,2,11,1,0.03,28602,384.59,0,7,1,1,1,0,9.09,3,2917300
2020-06-18,Ituberá,8,1,2,11,1,0.03,28602,384.59,1,7,1,1,0,0,9.09,3,2917300
2020-06-19,Ituberá,8,1,2,11,1,0.03,28602,384.59,1,7,1,1,0,0,9.09,3,2917300
2020-06-20,Ituberá,9,1,2,12,0,0.03,28602,41.96,0,7,1,1,1,0,8.33,4,2917300
2020-06-21,Ituberá,9,1,2,12,0,0.03,28602,41.96,1,6,1,1,0,0,8.33,5,2917300
2020-06-22,Ituberá,9,1,2,12,0,0.03,28602,41.96,2,6,1,1,0,0,8.33,5,2917300
2020-06-23,Ituberá,9,1,2,12,0,0.03,28602,41.96,2,6,1,1,0,0,8.33,5,2917300
2020-06-24,Ituberá,9,1,2,12,0,0.03,28602,41.96,2,6,1,1,0,0,8.33,5,2917300
2020-06-25,Ituberá,10,1,2,13,0,0.02,28602,45.45,1,7,1,1,1,0,7.69,5,2917300
2020-06-26,Ituberá,10,1,2,13,0,0.02,28602,45.45,2,6,1,1,0,0,7.69,6,2917300
2020-06-27,Ituberá,10,1,93,104,0,0.16,28602,363.61,0,79,1,1,91,0,0.96,24,2917300
2020-06-28,Ituberá,11,1,99,111,1,0.16,28602,388.08,0,76,2,1,7,1,1.8,33,2917300
2020-06-29,Ituberá,13,1,99,113,0,0.16,28602,395.08,0,75,4,2,2,2,3.54,34,2917300
2020-06-30,Ituberá,13,1,99,113,17,0.16,28602,395.08,1,55,4,2,0,0,3.54,54,2917300
2020-07-01,Ituberá,12,1,112,125,3,0.17,28602,437.03,0,55,4,2,12,0,3.2,66,2917300
2020-07-02,Ituberá,12,1,115,128,10,0.16,28602,447.52,0,45,4,2,3,0,3.12,79,2917300
2020-07-03,Ituberá,12,1,125,138,14,0.17,28602,482.48,0,49,4,2,10,0,2.9,85,2917300
2020-07-04,Ituberá,12,1,139,152,4,0.18,28602,531.43,0,56,4,2,14,0,2.63,92,2917300
